sqft,bedrooms,bathrooms,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
1140,2,2.0,2.0,0,0,4,7,1946,0,98125,47.7076,-122.305,910,3180,415000
1670,4,1.75,1.5,0,0,3,7,1958,0,98059,47.4706,-122.129,1710,7380,328000
2070,5,2.25,1.0,0,0,3,8,1972,0,98144,47.5851,-122.286,1870,10540,591000
3370,7,3.5,1.0,0,0,3,10,1998,0,98199,47.6693,-122.393,1670,5980,1247000
1130,2,1.5,2.0,0,0,4,5,1971,0,98052,47.7007,-122.12,1200,4650,357000
5650,7,5.5,1.0,0,0,4,12,2011,0,98023,47.3122,-122.362,4440,4950,1320000
2110,2,3.0,1.0,0,0,3,8,1991,0,98144,47.6029,-122.27,2090,5770,537000
920,4,2.0,1.0,0,0,3,6,1952,0,98031,47.4253,-122.178,1030,12510,155000
1320,3,1.75,2.0,1,4,3,7,1933,0,98125,47.7054,-122.292,1530,17400,587000
1890,3,2.5,1.5,0,0,3,6,1996,0,98117,47.6811,-122.379,1550,4670,503000
3100,5,2.75,1.0,0,0,3,8,1984,0,98106,47.542,-122.355,2190,8020,617000
1080,3,0.75,1.0,0,0,4,5,1917,0,98103,47.6703,-122.343,770,7460,284000
2290,5,3.25,1.0,0,0,3,6,1994,0,98033,47.6837,-122.204,2030,4100,885000
1840,3,3.25,1.0,0,2,4,6,1902,0,98033,47.6771,-122.196,2010,5670,796000
1960,5,2.75,1.0,0,0,4,7,1940,0,98178,47.4908,-122.241,1700,5220,321000
1310,3,2.25,1.0,0,0,3,7,1971,0,98004,47.5897,-122.224,1730,26230,699000
1670,3,2.75,2.0,0,0,3,7,1986,0,98103,47.6823,-122.355,1550,6260,438000
1370,3,2.25,2.0,0,0,3,6,1942,0,98106,47.5358,-122.343,1140,7490,242000
2570,5,3.75,2.0,0,0,4,9,1936,0,98042,47.3643,-122.104,2770,11190,596000
1480,3,2.0,1.0,0,0,3,6,1935,0,98052,47.6949,-122.119,1190,9080,396000
1710,3,2.75,2.0,0,0,3,6,1981,0,98144,47.5739,-122.278,2250,9900,353000
2760,5,3.75,1.0,0,0,3,9,1995,0,98042,47.3544,-122.102,2560,5640,540000
4560,7,5.0,1.0,0,0,3,11,1985,0,98103,47.6575,-122.361,3880,7030,1435000
1580,3,1.75,1.0,0,0,5,8,1919,0,98004,47.6142,-122.203,1550,3040,1061000
2260,5,2.75,2.0,0,0,3,8,1960,0,98178,47.505,-122.247,1120,11510,549000
2270,5,2.75,1.5,0,0,3,8,2008,0,98118,47.5395,-122.271,1840,6210,480000
1410,2,2.5,1.0,0,0,3,7,2000,0,98133,47.7604,-122.343,1600,7000,359000
4770,7,5.5,2.0,0,0,4,11,1907,0,98004,47.6275,-122.209,4910,5680,2920000
2230,3,3.0,2.0,0,0,3,7,1917,0,98031,47.4212,-122.2,1530,4330,409000
2670,5,3.5,1.0,0,0,3,10,1918,0,98059,47.4802,-122.125,2870,7480,752000
1980,4,2.5,1.0,1,3,3,7,1971,0,98125,47.7226,-122.298,1930,5500,952000
2110,4,2.5,1.0,0,0,4,7,1966,2015,98023,47.3128,-122.374,1850,10640,352000
2400,5,2.5,2.0,0,0,5,9,1910,0,98199,47.6454,-122.393,2740,15130,765000
1620,3,2.25,2.0,0,0,3,8,1907,0,98059,47.4858,-122.132,1350,2020,483000
2130,4,2.75,2.0,0,0,3,8,1934,0,98115,47.692,-122.292,1660,8350,656000
1780,4,1.75,1.0,0,0,3,8,1943,0,98023,47.3101,-122.359,2260,7500,285000
2010,4,2.0,1.0,0,0,3,7,1945,0,98115,47.6788,-122.289,1710,13760,485000
1080,2,1.25,2.0,0,0,3,6,1986,0,98004,47.6216,-122.184,830,15610,514000
2110,4,2.0,1.0,0,0,4,9,2010,0,98023,47.3027,-122.365,2310,4300,393000
1360,3,1.5,2.0,0,0,3,6,2006,0,98059,47.4879,-122.135,1200,7650,368000
2480,5,4.0,2.0,0,0,3,8,1992,0,98125,47.7418,-122.286,1670,13040,471000
1470,3,1.25,1.0,0,0,3,7,1952,0,98004,47.6235,-122.208,1050,7670,556000
2530,5,3.5,1.0,0,0,3,8,2013,0,98115,47.6617,-122.309,2910,5770,762000
1970,5,3.0,2.0,0,0,3,7,1921,0,98178,47.5278,-122.234,1730,14240,339000
2490,4,2.5,3.0,0,0,3,8,1942,0,98103,47.6433,-122.333,2210,2600,760000
1520,3,2.0,3.0,0,0,4,7,2010,0,98106,47.533,-122.373,1520,4560,314000
2760,5,3.5,2.0,0,0,5,8,1935,0,98112,47.6251,-122.288,2110,13670,1379000
1910,3,2.5,1.0,0,0,3,8,1993,0,98004,47.6043,-122.19,1580,14940,1157000
1790,4,1.75,1.0,0,0,5,6,1945,0,98033,47.6826,-122.181,1810,3270,725000
1390,3,1.5,1.0,0,0,4,8,1920,0,98103,47.6935,-122.343,980,12540,611000
1530,2,2.5,1.0,0,0,3,7,1917,2006,98118,47.531,-122.281,920,7260,329000
2520,5,2.5,2.0,0,0,3,8,1962,0,98052,47.6792,-122.119,1910,12220,742000
3120,6,3.5,2.0,0,0,3,9,1928,0,98004,47.5991,-122.198,3340,5080,1565000
1920,4,2.25,2.0,0,0,4,7,1965,0,98118,47.5455,-122.268,1980,7020,381000
1950,4,2.0,2.0,0,0,3,8,2007,0,98115,47.6845,-122.305,1770,4110,585000
1650,3,1.5,1.5,0,0,3,8,1995,0,98103,47.6961,-122.34,1190,6350,568000
2680,4,2.75,2.0,0,0,4,9,2012,0,98199,47.635,-122.393,3130,27540,1398000
2240,5,3.0,1.0,0,0,3,7,1959,0,98106,47.5351,-122.349,2450,13960,527000
1760,4,1.75,2.0,0,0,3,7,1947,0,98112,47.6349,-122.317,1450,10970,760000
1630,3,1.5,1.0,0,0,3,7,2013,0,98004,47.6119,-122.195,1820,4270,777000
4390,6,4.75,1.0,0,0,3,10,1907,2006,98103,47.6717,-122.366,4580,6440,1252000
1550,4,2.25,2.0,0,0,4,7,1946,0,98199,47.6706,-122.369,1590,5180,621000
1330,1,2.25,2.0,0,0,3,7,1940,0,98106,47.5354,-122.351,1510,5240,304000
850,3,1.5,1.5,0,0,3,5,1911,0,98023,47.2977,-122.37,830,5370,119000
2890,5,3.25,2.0,0,0,3,8,2001,0,98178,47.5031,-122.259,2780,5530,496000
2040,5,2.0,1.0,0,0,3,8,1941,0,98103,47.6817,-122.333,2130,4710,682000
1560,3,2.5,1.0,0,1,5,9,2014,0,98106,47.5445,-122.337,1010,4870,536000
2520,4,2.75,1.0,0,0,4,8,1999,0,98052,47.6969,-122.13,1980,10170,1209000
1450,3,2.0,1.5,0,0,3,7,1997,0,98004,47.6129,-122.192,1120,10330,751000
2090,5,3.0,2.0,0,0,3,7,1976,0,98033,47.6765,-122.175,2180,12460,702000
1240,3,1.0,1.0,0,0,4,7,1924,0,98115,47.6722,-122.306,1400,7950,428000
1800,4,2.25,1.0,0,0,3,7,1995,0,98125,47.7005,-122.278,1950,5970,357000
2180,4,2.75,3.0,0,0,5,7,1916,0,98125,47.707,-122.308,1950,4030,576000
1970,3,2.25,1.0,0,0,4,8,1989,0,98117,47.6638,-122.396,1580,6570,776000
1930,4,2.75,1.0,0,0,3,8,2007,0,98031,47.4129,-122.193,1900,7590,338000
1830,5,2.0,1.0,0,0,3,6,1998,0,98118,47.5319,-122.267,1680,7670,341000
1320,4,1.5,1.0,0,2,5,5,1946,0,98052,47.6635,-122.113,1150,3020,524000
1450,3,2.0,1.0,0,0,3,6,1997,0,98052,47.6711,-122.127,1120,11720,455000
1740,4,1.0,1.0,0,0,3,7,1992,0,98118,47.5626,-122.286,1670,3230,390000
1990,4,2.5,1.0,0,0,3,6,1969,0,98118,47.5123,-122.292,1770,7580,345000
1820,4,1.75,1.5,0,0,5,7,1912,0,98178,47.5051,-122.231,2090,17710,283000
1100,2,1.75,1.0,0,0,3,7,1976,0,98117,47.6885,-122.364,1310,5230,365000
3340,6,3.25,1.5,0,0,4,8,1947,0,98052,47.6845,-122.115,3000,10980,1301000
1930,5,3.0,2.0,0,3,3,8,1934,0,98031,47.3997,-122.186,1710,9850,490000
2210,4,2.0,2.0,0,0,3,7,1985,0,98125,47.7152,-122.275,1880,7540,443000
2110,5,3.25,2.0,0,0,3,8,1943,0,98133,47.72,-122.341,2040,6780,424000
3090,5,3.25,1.0,0,0,3,9,1935,0,98059,47.4698,-122.146,2190,11790,588000
2630,5,4.0,1.0,0,0,4,7,1957,0,98023,47.3125,-122.359,2230,8340,433000
3310,7,3.5,1.0,0,0,3,9,1971,0,98059,47.4774,-122.11,3280,6310,852000
1230,3,1.5,1.0,0,0,3,5,1994,0,98112,47.6009,-122.297,1450,9100,478000
2960,5,3.5,1.0,0,0,3,9,2008,0,98052,47.6873,-122.115,1660,3400,1009000
1510,4,1.5,1.0,0,0,3,8,1955,0,98199,47.6652,-122.399,1300,6560,474000
2020,4,2.25,1.0,0,0,3,8,1937,0,98052,47.6957,-122.121,2160,14510,591000
2730,4,3.0,1.0,0,0,3,8,1951,0,98033,47.677,-122.194,2710,13370,1186000
2690,4,2.5,1.0,0,0,2,8,1966,2014,98031,47.4067,-122.191,2620,7750,464000
1050,1,1.0,2.0,0,0,3,6,1971,0,98178,47.5099,-122.241,1180,8940,180000
1920,3,2.75,1.0,0,0,4,5,1969,0,98052,47.6771,-122.135,1780,9070,641000
910,2,1.5,2.0,0,4,5,6,1908,0,98042,47.3581,-122.127,670,6400,182000
2060,4,2.5,2.0,0,0,4,7,1954,0,98042,47.3694,-122.113,1530,2670,525000
6500,7,5.5,2.0,0,0,3,12,1902,1992,98199,47.6502,-122.377,5500,7780,2741000
3190,6,3.75,2.0,0,0,3,8,1941,0,98118,47.549,-122.279,3580,5980,668000
2250,4,2.75,2.0,0,0,4,7,1972,0,98125,47.7234,-122.309,1320,4140,555000
1090,2,1.0,2.0,0,0,3,5,1999,0,98023,47.2961,-122.356,950,12510,178000
3840,6,4.75,1.0,0,0,3,11,1948,0,98112,47.6065,-122.307,3000,13360,1837000
2560,4,3.25,2.0,0,0,4,8,1989,0,98144,47.5874,-122.284,1670,5780,590000
1130,3,2.0,2.0,0,0,3,6,1917,0,98178,47.5038,-122.239,680,3530,244000
1230,2,2.0,1.5,0,0,4,8,1931,0,98042,47.3797,-122.132,1140,4940,296000
1520,2,2.25,1.0,0,0,4,7,1980,0,98115,47.6865,-122.314,1300,4310,474000
2710,5,2.75,2.0,0,0,4,9,1949,0,98023,47.3192,-122.333,2040,6540,522000
1180,3,1.25,1.0,0,0,3,7,1971,0,98144,47.6085,-122.289,1050,5090,306000
1790,3,2.0,1.0,0,0,3,7,1940,0,98052,47.675,-122.125,1890,2600,619000
2860,6,3.25,2.0,0,0,3,7,1905,0,98133,47.7286,-122.316,3160,12710,475000
3340,6,4.25,1.0,0,0,3,10,1933,0,98059,47.4729,-122.118,2720,4060,873000
2020,4,3.0,1.0,0,2,4,9,1913,0,98144,47.5958,-122.265,1570,4940,601000
1910,3,2.75,2.0,0,0,5,6,1986,0,98125,47.7468,-122.312,1480,6710,550000
2410,4,3.25,2.0,0,0,3,9,2010,0,98117,47.6761,-122.378,2660,8970,838000
1950,4,2.25,2.0,0,0,4,7,1998,0,98199,47.6413,-122.391,1470,7170,695000
960,2,1.25,1.0,0,2,3,6,1932,0,98052,47.6893,-122.126,1020,7600,404000
2610,5,3.25,2.0,0,0,2,8,2011,0,98199,47.6544,-122.379,2840,9260,1077000
2070,5,2.75,2.0,0,3,3,8,1904,0,98117,47.6917,-122.376,2030,11940,586000
1720,3,2.5,2.0,0,0,3,7,1903,0,98117,47.712,-122.368,1670,5280,405000
1100,2,1.0,1.5,0,0,3,7,1974,0,98178,47.4987,-122.232,650,12240,188000
2740,7,3.5,1.5,0,0,5,7,1976,0,98106,47.5161,-122.327,2330,7140,520000
2750,5,3.25,2.0,0,0,4,10,1921,0,98112,47.6494,-122.286,2310,3630,1413000
2060,4,1.75,2.0,0,0,4,8,2004,0,98133,47.7346,-122.344,1740,8910,486000
1600,4,2.5,2.0,0,3,4,6,1925,2005,98106,47.5451,-122.361,1220,9690,446000
2150,5,3.5,2.0,0,0,4,8,1900,0,98115,47.6661,-122.302,1910,9760,601000
2270,4,3.5,2.0,0,0,3,7,1949,0,98118,47.5409,-122.257,2010,6830,600000
2770,5,3.75,2.0,0,0,4,9,1987,0,98106,47.5408,-122.339,3370,5190,519000
1720,2,1.5,1.0,0,0,3,7,1944,0,98118,47.5458,-122.261,960,9600,338000
1590,4,1.75,2.0,0,0,4,6,2003,0,98178,47.4887,-122.25,1470,5630,313000
1410,2,1.5,1.0,0,0,1,7,1925,0,98004,47.5988,-122.198,1110,6650,598000
1790,5,2.25,2.0,0,0,3,9,1985,0,98031,47.396,-122.205,1480,3990,380000
2460,3,3.0,1.0,0,3,4,8,1911,0,98103,47.6712,-122.346,2680,4840,717000
1270,3,2.0,1.0,0,0,3,7,1985,0,98133,47.7353,-122.337,1020,4740,292000
1660,5,3.0,2.0,0,0,4,6,2000,0,98133,47.7367,-122.344,1680,10570,381000
1560,3,2.0,2.0,0,0,3,6,1931,0,98106,47.5027,-122.348,1430,4580,346000
2830,4,3.75,1.0,0,0,3,8,1939,1989,98112,47.6378,-122.282,3360,8060,1170000
4060,7,5.25,1.0,0,0,3,11,1931,0,98118,47.5257,-122.286,3770,8180,1226000
1880,4,2.5,1.0,0,0,3,9,2003,0,98033,47.6902,-122.201,1320,5390,1003000
1450,4,2.0,1.0,0,0,1,7,1973,0,98133,47.7339,-122.333,1150,5840,305000
2350,5,2.25,1.0,0,0,3,8,1919,0,98031,47.4201,-122.184,1400,12730,371000
1150,4,1.75,1.0,0,0,3,7,1997,0,98115,47.6851,-122.296,1040,8640,387000
2170,4,2.75,1.0,0,0,4,8,1997,0,98042,47.3722,-122.117,1830,7190,467000
1420,5,2.0,2.0,0,0,4,7,1904,0,98125,47.7257,-122.288,1300,4230,307000
1250,3,2.0,2.0,0,0,3,5,1969,1991,98023,47.3339,-122.358,950,10250,217000
1580,3,1.5,1.0,0,3,3,7,1918,0,98178,47.5125,-122.232,980,6220,381000
890,2,1.25,1.0,0,0,3,6,2006,0,98004,47.5931,-122.194,890,6670,412000
1420,2,2.25,1.5,0,0,3,5,2015,0,98112,47.6259,-122.3,1310,5010,465000
3460,6,4.25,1.0,0,0,5,10,1963,1986,98199,47.6569,-122.405,2500,6770,1617000
2560,4,2.5,2.0,0,0,3,7,1974,0,98133,47.7489,-122.324,2420,7280,504000
1930,4,2.25,1.5,0,0,5,7,1934,0,98133,47.7453,-122.345,1690,11290,560000
2620,6,3.25,1.0,0,0,3,8,1947,0,98118,47.5443,-122.289,1790,6630,646000
1340,3,1.75,1.0,0,0,4,7,1971,0,98118,47.5447,-122.253,1460,17100,282000
2970,5,3.75,2.0,0,0,3,9,2011,0,98052,47.6838,-122.118,2580,11560,1277000
2450,4,3.0,1.0,0,0,4,8,1996,0,98042,47.3514,-122.125,2520,7510,586000
1110,2,1.25,1.0,0,0,3,8,1958,2003,98031,47.4139,-122.179,600,4520,180000
1260,2,1.5,2.0,0,0,4,7,1976,0,98118,47.5475,-122.27,1290,4640,238000
2150,3,2.75,1.5,0,0,4,7,1939,0,98112,47.619,-122.3,1480,13890,885000
4120,6,5.0,1.0,0,0,3,9,1992,0,98144,47.5752,-122.268,3510,16030,1390000
1040,2,1.25,1.0,0,0,5,6,1998,0,98004,47.6109,-122.213,690,9870,414000
1480,5,1.75,2.0,0,0,3,7,1986,0,98125,47.7351,-122.299,1210,6040,452000
3510,7,3.75,1.5,0,2,4,10,1953,0,98103,47.6658,-122.329,2840,3420,1198000
1420,3,2.75,1.0,0,0,4,5,1906,0,98118,47.5289,-122.284,1860,14760,251000
1260,2,1.5,1.0,0,0,5,5,1920,0,98052,47.6629,-122.104,1150,6550,398000
1800,4,2.75,1.0,0,0,3,8,1915,0,98052,47.676,-122.114,1910,6060,682000
3410,7,4.75,2.0,0,0,3,10,1939,0,98133,47.735,-122.326,2610,6810,904000
1480,3,2.0,1.0,0,0,4,9,1963,2006,98118,47.5424,-122.275,940,2000,450000
1760,3,2.75,1.0,0,0,3,8,1974,0,98125,47.7171,-122.31,1580,5820,465000
1760,4,2.5,1.0,0,0,3,7,2013,0,98103,47.6911,-122.337,1710,5710,456000
2920,5,3.75,1.0,0,2,3,10,1980,0,98178,47.4933,-122.258,2100,10360,869000
2740,6,3.5,2.0,0,0,3,8,1911,0,98199,47.6502,-122.385,3450,9070,966000
3940,6,4.75,1.5,0,0,4,12,1984,0,98106,47.5341,-122.333,4550,6980,1197000
1870,4,2.5,2.0,0,0,3,8,1968,0,98042,47.3638,-122.117,1850,15120,319000
1070,2,1.75,2.0,0,0,4,6,1970,0,98144,47.5663,-122.293,1220,4260,304000
1950,4,2.75,1.0,0,0,4,8,1932,1994,98199,47.6335,-122.389,1680,7030,771000
1940,4,2.75,1.5,0,0,4,5,1978,0,98199,47.6548,-122.384,1290,8090,452000
990,4,2.25,2.0,0,0,3,6,1938,0,98144,47.5958,-122.292,620,11740,275000
1000,2,1.5,1.0,0,0,3,5,1996,0,98112,47.6476,-122.308,1030,11690,442000
1760,2,2.25,1.0,0,0,3,7,1901,0,98115,47.6963,-122.306,1910,12250,479000
2700,4,3.25,2.0,0,2,4,9,1925,2005,98144,47.5812,-122.277,2730,3120,1052000
3610,7,4.25,2.0,0,0,4,10,1936,0,98144,47.5972,-122.288,3930,5530,1231000
2490,5,3.5,2.0,0,0,3,7,1978,0,98059,47.4859,-122.117,2010,11830,679000
1620,4,1.75,1.0,0,0,2,6,2010,0,98106,47.5411,-122.346,1440,5610,258000
2240,3,2.5,1.0,0,0,4,8,2009,0,98118,47.5383,-122.246,1800,7120,559000
1170,3,2.0,1.0,0,3,3,7,2004,0,98118,47.5364,-122.274,1250,11880,345000
3640,6,3.5,1.0,0,0,4,12,1903,0,98118,47.5471,-122.283,3070,6810,1039000
2830,4,4.25,3.0,0,0,4,9,1903,0,98106,47.5366,-122.358,2760,7300,645000
2260,3,2.75,2.0,0,0,3,8,1936,0,98033,47.6915,-122.189,3070,6170,954000
2050,5,2.5,1.0,0,0,3,8,1976,0,98031,47.4252,-122.19,1440,3960,383000
1210,3,1.0,1.0,0,0,3,7,1957,2006,98033,47.6927,-122.204,1040,10270,468000
2130,5,3.25,1.0,0,0,3,9,1949,0,98125,47.7244,-122.317,1540,18200,740000
3790,6,4.75,1.0,0,0,4,10,1910,0,98023,47.3077,-122.364,3160,8460,620000
1120,3,1.25,2.0,0,0,2,7,2006,0,98133,47.7618,-122.339,930,19530,205000
1230,4,1.5,2.0,0,0,5,6,1953,0,98033,47.6616,-122.205,1500,9150,484000
1750,4,2.25,1.0,0,0,3,7,1918,0,98112,47.6215,-122.278,2160,10170,522000
1420,2,2.25,2.0,0,0,4,8,1902,0,98023,47.2918,-122.357,1080,17340,277000
1610,4,1.75,1.0,0,0,3,7,1935,0,98112,47.6449,-122.306,1670,13030,663000
1050,2,2.5,2.0,0,0,3,7,1977,0,98125,47.6925,-122.299,890,12090,273000
1690,3,2.5,1.0,0,0,4,7,1964,0,98115,47.695,-122.295,1730,8210,500000
1820,5,3.0,2.0,0,0,5,7,1973,0,98144,47.5845,-122.291,1680,5390,463000
2880,6,3.25,2.0,0,0,4,8,1927,0,98004,47.608,-122.2,2600,8280,1328000
1330,3,2.0,1.0,0,0,3,7,1946,0,98199,47.6368,-122.408,1110,19020,396000
3040,7,4.0,1.0,0,2,5,8,1982,0,98117,47.6911,-122.361,3650,4810,748000
1490,3,1.75,2.0,0,0,3,5,1927,0,98052,47.6752,-122.126,1580,5540,473000
1220,2,2.0,1.0,0,0,5,6,1928,0,98144,47.5789,-122.279,950,6510,260000
4880,7,5.5,1.0,0,2,3,12,1985,0,98133,47.7615,-122.316,4090,6080,1636000
3300,7,4.25,2.0,0,0,3,9,1995,0,98178,47.4819,-122.24,3130,14140,875000
2270,3,2.0,2.0,0,2,4,7,1945,0,98059,47.5002,-122.122,1380,11960,611000
3080,5,3.5,1.5,0,0,3,9,2008,0,98106,47.561,-122.346,3560,7730,967000
1800,4,3.25,3.0,0,0,3,8,1970,0,98106,47.5408,-122.343,1820,15730,288000
1440,3,2.25,1.0,0,0,3,8,1940,0,98106,47.531,-122.349,1420,10760,269000
1890,4,1.75,1.0,0,0,3,8,1900,0,98103,47.6688,-122.328,1490,5580,468000
2600,6,3.25,1.5,0,1,4,8,1986,0,98042,47.3703,-122.124,2350,5360,433000
2120,4,2.0,1.0,0,0,4,7,1933,0,98103,47.67,-122.355,1380,2980,551000
1410,2,1.5,2.0,0,0,3,7,1955,0,98103,47.6678,-122.332,1210,4520,478000
1680,2,2.5,2.0,0,0,3,6,1902,0,98031,47.3935,-122.172,1810,35320,264000
1630,4,2.0,1.0,0,0,4,6,1906,0,98042,47.3474,-122.112,1280,9720,206000
1470,2,2.25,3.0,0,0,3,5,1906,0,98106,47.5353,-122.352,1290,2810,299000
4790,7,5.5,1.0,0,0,4,11,2000,0,98133,47.7563,-122.33,5440,4960,1081000
2630,4,3.0,1.5,0,0,4,8,1950,0,98004,47.6163,-122.182,2320,6180,1324000
3610,6,4.5,2.0,0,2,3,10,1912,0,98178,47.4831,-122.239,2970,7340,803000
3260,6,3.5,3.0,0,0,4,8,1926,0,98117,47.6925,-122.382,3880,11360,817000
1540,2,2.25,1.0,0,0,5,5,1901,0,98115,47.6875,-122.279,820,3480,444000
2080,4,3.0,2.0,0,0,4,7,1942,0,98178,47.5137,-122.227,2270,7850,304000
2250,5,2.5,1.0,0,0,4,7,1924,2006,98004,47.6274,-122.218,2240,7120,1099000
2160,5,3.5,3.0,0,0,4,8,1946,0,98117,47.6865,-122.368,2090,6350,530000
2410,4,3.25,1.0,0,0,3,8,1974,0,98133,47.7292,-122.337,2690,26540,637000
2560,4,2.75,2.0,0,0,3,9,1942,0,98118,47.5652,-122.283,2390,10590,550000
1640,4,1.25,1.0,0,0,4,7,1900,0,98118,47.5541,-122.26,1580,17600,334000
1680,4,1.5,2.0,0,0,3,7,1905,0,98004,47.6248,-122.214,1220,7170,1122000
3950,6,4.75,1.0,0,0,3,12,1911,0,98031,47.439,-122.203,2400,4490,1107000
2920,6,3.5,3.0,0,0,3,10,1904,0,98059,47.451,-122.104,3180,12780,1095000
1890,5,2.25,2.0,0,0,3,5,2003,0,98033,47.671,-122.198,1850,5720,581000
2660,6,3.75,2.0,0,0,3,7,1947,0,98023,47.3163,-122.354,1880,8380,406000
1230,3,1.25,3.0,0,0,3,7,1936,1989,98052,47.6676,-122.103,1260,14090,437000
1580,5,1.5,1.5,0,0,3,8,1995,0,98144,47.6029,-122.31,1780,8150,579000
2900,5,3.25,1.0,0,0,4,8,1908,0,98115,47.6958,-122.292,2020,10890,841000
2040,4,2.75,2.0,0,0,5,7,1966,0,98103,47.6742,-122.329,1330,7890,586000
750,3,1.0,3.0,0,0,4,5,2012,0,98023,47.2975,-122.354,600,11460,120000
2260,4,3.25,1.0,0,0,3,6,2001,0,98118,47.5285,-122.264,2080,12800,425000
3010,5,3.25,1.0,0,0,3,9,2003,0,98133,47.762,-122.342,2400,10010,831000
1640,4,3.0,1.0,0,0,3,8,1919,0,98118,47.55,-122.268,1810,16020,338000
2220,4,2.25,2.0,0,0,3,8,1918,2000,98112,47.6273,-122.297,1820,11290,766000
3190,5,3.5,1.0,0,0,2,8,1913,0,98144,47.5877,-122.311,3160,4300,743000
620,2,1.25,2.0,0,0,3,6,1902,0,98144,47.5664,-122.296,600,8380,182000
3530,7,4.25,1.0,0,0,3,11,1995,0,98004,47.6296,-122.198,3850,11710,2665000
1710,3,2.25,2.0,0,0,3,8,2015,0,98144,47.6031,-122.327,1270,5290,502000
2620,4,2.75,1.0,0,0,4,8,1938,0,98133,47.7386,-122.336,2320,8960,529000
1500,4,1.75,2.0,0,0,3,7,1979,1991,98199,47.6702,-122.4,780,5160,513000
1710,4,2.25,1.0,0,0,4,6,1935,0,98199,47.6328,-122.4,1650,8910,531000
1850,5,2.5,1.0,0,0,4,8,2010,0,98042,47.3663,-122.084,1550,5660,435000
1850,4,2.5,1.0,0,0,3,7,2009,0,98033,47.676,-122.194,2050,26580,629000
2540,6,2.25,2.0,0,0,3,8,2008,0,98106,47.523,-122.344,2010,5660,629000
1510,3,2.25,2.0,0,0,3,7,1998,0,98103,47.6804,-122.348,1590,2280,456000
2290,3,2.25,2.0,0,0,3,7,1937,0,98103,47.6587,-122.357,2020,8510,591000
1450,3,1.75,2.0,0,0,3,6,1939,0,98042,47.3615,-122.103,1380,8010,288000
1460,3,2.0,1.0,0,0,4,7,1938,0,98004,47.6057,-122.181,1200,7080,815000
2690,6,3.75,1.0,0,0,5,9,1935,0,98023,47.3207,-122.379,2040,5240,464000
2120,5,2.75,2.0,0,0,4,7,1999,0,98004,47.624,-122.2,1730,7890,1064000
1900,4,2.5,1.0,0,0,3,7,1935,0,98115,47.6895,-122.306,1920,6150,608000
1140,4,1.5,1.0,0,0,3,7,1911,0,98118,47.5373,-122.255,1060,8190,212000
1310,3,1.5,1.5,0,0,5,6,1983,0,98144,47.5997,-122.296,1000,10620,345000
1830,4,2.75,1.0,0,0,4,7,2014,0,98103,47.6927,-122.349,1420,4510,611000
2120,4,3.0,2.0,0,0,3,6,1936,0,98004,47.5949,-122.203,1790,10090,943000
2660,5,3.25,1.0,0,0,3,9,1920,0,98144,47.5804,-122.305,2340,8180,703000
5290,7,5.5,1.0,0,0,5,12,2009,0,98033,47.6661,-122.156,4680,4850,2963000
1360,4,1.5,1.0,0,0,3,7,1971,0,98199,47.6395,-122.415,1070,8840,638000
2650,5,3.5,2.0,0,0,3,9,1951,1989,98112,47.6254,-122.296,2410,9380,1190000
1330,3,1.75,1.0,0,0,3,6,1968,0,98103,47.6757,-122.333,1200,3600,314000
2460,6,3.0,3.0,0,0,4,9,1947,0,98042,47.347,-122.13,2170,5930,428000
2110,5,2.25,2.0,0,0,4,9,1983,0,98144,47.6111,-122.284,2070,5910,555000
1450,4,2.0,2.0,0,0,3,8,1992,0,98042,47.365,-122.127,1470,5560,255000
2900,4,4.25,1.0,0,0,3,10,1957,0,98059,47.4719,-122.129,2540,7550,928000
1370,2,2.25,3.0,0,0,3,6,2008,0,98118,47.5358,-122.276,1350,5800,297000
1900,3,2.75,1.0,0,1,4,6,1972,2014,98031,47.4349,-122.182,2080,14470,320000
2770,6,3.0,1.0,0,0,5,8,1916,0,98117,47.6594,-122.376,1810,31610,1086000
1500,4,1.25,2.0,0,0,3,7,1921,0,98031,47.4239,-122.192,1940,8450,358000
2270,4,2.25,2.0,0,0,4,9,1973,0,98125,47.7241,-122.283,2100,6320,570000
1990,4,2.25,2.0,0,0,4,8,1977,0,98133,47.7349,-122.349,1070,12700,494000
1350,3,1.75,1.0,0,0,4,8,2000,0,98117,47.6767,-122.366,690,4880,484000
1800,3,2.25,1.0,0,0,3,8,1994,0,98133,47.7424,-122.332,1450,7500,465000
1640,3,1.5,1.0,0,0,5,7,2012,0,98125,47.7082,-122.271,1640,4500,710000
1430,3,1.75,2.0,0,2,4,4,1985,0,98178,47.5034,-122.254,1150,5280,291000
1490,3,1.75,1.0,0,0,5,6,1922,0,98112,47.6133,-122.294,1200,14080,637000
2080,5,2.75,1.0,0,0,3,9,1966,2015,98059,47.4679,-122.128,1620,4970,549000
1630,5,2.5,2.0,0,0,3,7,1918,0,98023,47.3108,-122.357,1320,5380,340000
1400,3,1.0,1.5,0,0,3,6,1989,0,98103,47.6877,-122.344,900,6860,356000
1840,2,2.25,1.0,0,0,3,7,1931,0,98178,47.4982,-122.248,1720,8860,326000
1640,4,2.75,1.0,0,0,3,8,1927,1985,98178,47.5227,-122.236,1720,2930,350000
