tenure,monthly_charges,total_charges,contract_type,payment_method,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,churn
16,80.69,1281.6,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,1
9,87.77,805.73,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,Yes,No,Female,0,No,No,Yes,Yes,1
28,27.41,770.33,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
30,67.43,1961.53,Two year,Credit card,DSL,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,Yes,0
29,82.97,2410.26,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,No,Yes,No,1
34,12.84,454.67,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,No,Yes,No,1
64,90.91,5972.38,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,No,Yes,Yes,0
18,18.79,352.3,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,1
37,92.2,3527.38,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,No,Yes,No,0
15,63.84,922.27,Two year,Bank transfer,DSL,Yes,No,No,Yes,Yes,No,Male,0,Yes,No,Yes,No,0
8,85.6,651.79,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,No,Female,0,Yes,No,Yes,No,1
23,81.5,1908.22,Month-to-month,Electronic check,Fiber optic,Yes,Yes,Yes,No,No,No,Female,0,No,No,Yes,No,0
36,88.12,3173.25,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,1
2,82.52,164.91,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,No,No,Female,0,Yes,No,Yes,Yes,1
32,92.97,3040.26,Month-to-month,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,Yes,No,Yes,No,1
70,73.13,5194.03,Two year,Bank transfer,Fiber optic,No,No,No,Yes,No,No,Male,0,No,No,Yes,No,0
6,74.3,425.46,Month-to-month,Bank transfer,Fiber optic,No,No,Yes,Yes,No,No,Male,0,No,Yes,Yes,No,1
33,69.59,2310.47,Month-to-month,Mailed check,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,Yes,No,Yes,Yes,0
36,20.02,719.71,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,Yes,0
33,91.82,3036.34,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,1
24,88.75,2123.6,Month-to-month,Electronic check,Fiber optic,No,No,Yes,Yes,No,No,Female,0,No,No,Yes,Yes,0
7,78.11,557.53,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Female,1,Yes,Yes,Yes,No,0
21,27.48,565.33,One year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,Yes,No,0
19,87.88,1664.12,One year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,Yes,0
38,70.75,2639.68,One year,Credit card,DSL,No,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,Yes,0
36,64.44,2337.84,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,No,Yes,Female,0,Yes,No,Yes,No,0
12,63.72,730.49,Two year,Electronic check,DSL,No,Yes,Yes,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
25,54.11,1290.8,One year,Electronic check,DSL,No,No,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
28,60.34,1705.48,Month-to-month,Electronic check,DSL,No,Yes,No,No,No,Yes,Female,0,No,Yes,Yes,No,0
8,85.35,680.39,Two year,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
16,98.97,1545.38,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,Yes,1
6,79.12,475.59,Two year,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,0,No,Yes,Yes,No,0
33,61.93,1969.87,One year,Electronic check,DSL,No,No,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,No,0
7,88.29,611.84,Month-to-month,Mailed check,Fiber optic,No,No,Yes,Yes,No,Yes,Female,1,No,No,Yes,No,0
38,68.3,2670.15,Two year,Bank transfer,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,Yes,No,0
30,16.19,469.33,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
67,74.94,5064.55,Two year,Bank transfer,Fiber optic,No,No,No,No,No,No,Female,0,Yes,Yes,Yes,Yes,0
11,56.66,645.36,Month-to-month,Bank transfer,DSL,No,No,No,No,Yes,No,Female,1,No,No,Yes,No,1
25,17.21,418.72,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,1
15,70.03,1087.18,Month-to-month,Electronic check,DSL,No,No,Yes,No,Yes,Yes,Male,0,No,No,No,No phone service,0
58,84.16,4967.47,One year,Mailed check,Fiber optic,No,Yes,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,0
23,67.26,1474.95,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Male,0,No,No,Yes,No,1
20,80.04,1534.19,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,No,No,Yes,No,1
21,18.25,382.22,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,1
64,63.95,4267.42,Two year,Credit card,DSL,No,No,No,No,Yes,Yes,Male,1,Yes,No,No,No phone service,0
22,68.94,1584.31,One year,Bank transfer,DSL,No,Yes,Yes,Yes,Yes,No,Male,0,No,No,Yes,No,0
20,80.13,1650.16,Two year,Bank transfer,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,No,0
34,91.02,3172.21,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Female,0,No,Yes,Yes,Yes,0
58,22.03,1250.13,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,Yes,No,0
19,96.01,1875.12,Two year,Mailed check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
18,17.05,308.89,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,Yes,No,No phone service,0
8,56.61,444.97,Month-to-month,Bank transfer,DSL,No,Yes,Yes,No,No,No,Male,0,No,No,Yes,Yes,1
17,18.05,319.34,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,No,0
40,95.59,3769.23,Two year,Electronic check,Fiber optic,No,No,No,Yes,Yes,Yes,Male,1,No,No,Yes,No,0
5,59.63,293.71,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,No,0
39,82.23,3307.79,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
8,19.18,161.0,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
7,82.61,581.15,One year,Credit card,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,1
58,72.23,4243.36,Two year,Electronic check,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,0
33,80.57,2547.75,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,No,1
53,88.51,4909.98,One year,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
21,78.7,1721.22,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,No,1
60,75.12,4436.76,One year,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,0,No,No,Yes,No,0
6,24.07,142.63,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
29,82.44,2432.95,Month-to-month,Electronic check,Fiber optic,Yes,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
37,77.45,2818.99,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,Yes,1
10,85.26,843.76,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,Female,0,Yes,No,No,No phone service,1
15,66.27,977.97,Month-to-month,Credit card,DSL,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,No,0
34,54.48,1817.77,Month-to-month,Bank transfer,DSL,Yes,No,Yes,No,No,No,Female,0,No,Yes,Yes,No,0
39,79.73,3204.46,Month-to-month,Electronic check,Fiber optic,Yes,No,No,Yes,No,No,Male,1,No,Yes,Yes,No,0
7,88.25,589.97,One year,Electronic check,Fiber optic,No,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,No,1
2,88.71,173.47,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,1
71,27.28,2021.57,Two year,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,Yes,Yes,0
35,63.51,2187.03,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,0
33,21.74,734.37,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,Yes,No,No phone service,0
8,75.85,637.09,Two year,Mailed check,Fiber optic,No,No,Yes,No,No,No,Female,1,Yes,No,Yes,No,0
43,70.95,3094.52,One year,Electronic check,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,Yes,No,0
18,78.65,1483.81,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,1,Yes,Yes,Yes,No,1
69,46.66,3096.47,Two year,Bank transfer,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
28,51.32,1368.94,Two year,Mailed check,DSL,No,No,Yes,No,No,No,Male,0,No,No,Yes,No,0
34,19.65,649.02,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,0
8,67.95,529.39,Two year,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,No,No phone service,0
18,83.94,1514.43,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,1,No,No,Yes,Yes,0
29,63.37,1803.16,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,No,0
59,71.67,4090.96,One year,Bank transfer,Fiber optic,No,No,No,No,No,No,Female,0,No,No,Yes,Yes,0
23,96.64,2149.25,Two year,Electronic check,Fiber optic,Yes,Yes,Yes,No,Yes,No,Male,0,No,No,Yes,Yes,0
57,43.88,2550.84,Two year,Mailed check,DSL,No,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,No,0
28,95.95,2804.31,Month-to-month,Mailed check,Fiber optic,Yes,No,No,Yes,Yes,Yes,Male,0,Yes,No,Yes,No,0
22,76.75,1715.54,Month-to-month,Electronic check,DSL,No,Yes,No,Yes,Yes,Yes,Female,1,No,No,Yes,No,0
28,89.12,2482.25,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,No,Yes,Yes,No,0
29,18.69,526.56,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
19,24.1,437.27,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,No,No,No phone service,0
56,72.44,4038.82,One year,Electronic check,Fiber optic,No,No,No,No,No,No,Male,0,Yes,Yes,No,No phone service,0
16,63.54,1012.97,Month-to-month,Bank transfer,DSL,Yes,Yes,No,No,No,Yes,Male,1,Yes,No,Yes,No,0
18,22.62,417.56,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
53,60.29,3287.09,Two year,Mailed check,DSL,No,No,No,No,Yes,No,Female,0,No,Yes,Yes,No,0
38,56.35,2044.05,Two year,Bank transfer,DSL,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
14,87.94,1259.3,One year,Electronic check,Fiber optic,No,No,No,No,Yes,Yes,Female,0,No,No,No,No phone service,1
16,67.14,1048.44,One year,Electronic check,DSL,No,Yes,No,No,Yes,Yes,Male,0,Yes,No,Yes,No,0
39,26.96,1001.13,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
55,56.85,3233.17,Two year,Mailed check,DSL,No,No,Yes,Yes,No,No,Female,1,No,No,Yes,Yes,0
37,47.09,1745.59,Month-to-month,Electronic check,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,Yes,0
5,67.9,325.54,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,No,1
6,88.11,522.16,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Female,0,Yes,No,Yes,Yes,0
18,73.19,1330.05,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,No,No,Female,0,Yes,No,Yes,Yes,1
8,84.36,688.85,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Female,0,No,Yes,No,No phone service,1
24,18.9,456.02,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
22,16.36,369.41,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,No,1
30,73.18,2273.32,Two year,Mailed check,Fiber optic,No,No,No,Yes,No,No,Male,0,Yes,No,Yes,Yes,0
11,86.39,938.84,Month-to-month,Credit card,Fiber optic,No,Yes,No,Yes,No,Yes,Female,0,No,No,Yes,No,0
30,45.88,1320.58,Month-to-month,Mailed check,DSL,No,No,Yes,No,No,No,Female,0,No,No,Yes,No,0
33,77.01,2480.08,Month-to-month,Mailed check,Fiber optic,No,Yes,No,No,No,No,Male,0,No,Yes,Yes,No,0
39,81.99,3151.17,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,Yes,Female,0,Yes,No,Yes,No,0
10,60.1,625.27,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,Yes,Female,0,Yes,No,No,No phone service,0
38,61.49,2374.12,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Male,0,No,No,No,No phone service,0
10,74.48,762.11,Month-to-month,Electronic check,DSL,Yes,No,No,No,Yes,Yes,Male,0,Yes,No,Yes,Yes,0
20,58.86,1222.82,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,1
59,62.32,3640.43,Two year,Credit card,DSL,No,No,Yes,No,Yes,No,Male,0,No,Yes,Yes,Yes,0
5,91.65,480.92,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,Yes,Male,0,No,Yes,Yes,No,1
8,73.37,560.11,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,No,Female,1,Yes,No,Yes,No,1
13,82.05,1087.59,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Male,1,No,Yes,Yes,No,1
4,70.23,268.51,Month-to-month,Electronic check,DSL,No,No,No,Yes,Yes,Yes,Female,0,No,No,Yes,No,0
23,60.2,1347.61,Two year,Credit card,DSL,Yes,No,Yes,Yes,No,No,Female,0,Yes,No,Yes,No,0
18,89.89,1543.83,Two year,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
27,72.55,1955.5,One year,Electronic check,Fiber optic,Yes,No,No,No,No,No,Male,0,Yes,No,No,No phone service,0
6,24.33,148.15,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,1
14,94.52,1266.08,One year,Bank transfer,Fiber optic,No,No,Yes,Yes,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
23,59.2,1381.77,Two year,Credit card,DSL,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
6,93.85,545.33,Month-to-month,Mailed check,Fiber optic,No,Yes,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,1
29,28.03,852.25,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,Yes,0
42,59.81,2450.73,Two year,Electronic check,DSL,Yes,No,Yes,No,No,No,Female,0,No,No,Yes,Yes,0
25,26.23,650.04,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,Yes,1
28,17.3,465.54,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,Yes,No,Yes,No,0
45,86.94,3956.34,Two year,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Male,0,No,No,Yes,No,0
22,26.07,546.1,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,0
69,53.66,3769.26,One year,Mailed check,DSL,Yes,No,No,No,No,Yes,Female,0,Yes,Yes,Yes,No,0
31,89.51,2658.06,Month-to-month,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,Female,1,Yes,No,Yes,Yes,1
19,80.76,1475.44,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,No,Yes,No,Male,0,Yes,Yes,Yes,No,0
13,91.47,1202.78,Month-to-month,Mailed check,Fiber optic,Yes,No,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,0
35,56.86,2058.18,Month-to-month,Bank transfer,DSL,Yes,Yes,Yes,No,No,No,Male,0,Yes,No,Yes,No,0
11,81.7,905.14,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,No,Male,1,Yes,Yes,Yes,No,0
4,89.24,349.24,Month-to-month,Electronic check,Fiber optic,No,Yes,No,No,Yes,Yes,Female,0,Yes,Yes,Yes,Yes,1
9,100.52,885.18,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,Yes,Yes,Female,1,No,Yes,Yes,No,1
49,83.4,4154.65,One year,Bank transfer,Fiber optic,No,No,Yes,No,No,Yes,Male,0,Yes,No,Yes,No,0
18,82.57,1422.9,Month-to-month,Electronic check,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,1
4,27.84,109.4,Month-to-month,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
7,19.56,130.74,Month-to-month,Mailed check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,No,No,No,No phone service,1
23,91.52,2191.86,Month-to-month,Bank transfer,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,0
54,39.66,2207.26,One year,Bank transfer,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
9,90.99,828.09,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,No,Yes,Female,0,No,No,Yes,Yes,0
7,79.65,531.89,Month-to-month,Electronic check,Fiber optic,No,No,No,No,Yes,No,Female,0,Yes,No,Yes,Yes,1
19,74.68,1382.6,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,Yes,0
54,69.94,3818.34,One year,Electronic check,Fiber optic,No,No,No,Yes,No,No,Female,0,No,No,No,No phone service,0
36,70.57,2527.33,One year,Electronic check,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,No,0
24,79.73,1919.65,Month-to-month,Mailed check,Fiber optic,Yes,Yes,No,No,No,No,Female,0,No,Yes,Yes,No,0
27,53.04,1427.21,Month-to-month,Electronic check,DSL,No,No,No,No,Yes,No,Male,0,No,Yes,Yes,No,0
56,88.12,4989.6,One year,Electronic check,Fiber optic,No,No,No,No,Yes,No,Male,0,No,No,Yes,Yes,0
52,21.44,1072.34,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,No,No phone service,0
35,69.53,2414.66,One year,Bank transfer,DSL,Yes,No,Yes,Yes,No,Yes,Male,0,No,No,Yes,Yes,0
12,58.94,735.32,Two year,Bank transfer,DSL,No,No,No,No,Yes,Yes,Female,0,No,No,Yes,No,0
18,58.96,1113.4,Month-to-month,Electronic check,DSL,Yes,Yes,No,No,No,No,Female,0,Yes,No,Yes,Yes,0
12,14.18,176.73,Two year,Bank transfer,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
35,69.69,2324.88,Month-to-month,Electronic check,DSL,No,No,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,0
24,74.63,1786.45,One year,Credit card,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,No,No,Yes,Yes,0
31,84.43,2518.8,Month-to-month,Credit card,Fiber optic,Yes,Yes,No,No,Yes,No,Male,1,No,No,No,No phone service,1
3,77.29,227.96,Month-to-month,Mailed check,Fiber optic,No,No,No,No,No,No,Male,0,Yes,No,Yes,Yes,1
15,97.92,1486.71,One year,Bank transfer,Fiber optic,Yes,Yes,No,No,Yes,Yes,Male,0,Yes,Yes,Yes,No,0
32,48.94,1579.36,Month-to-month,Credit card,DSL,Yes,No,No,No,No,No,Female,1,Yes,No,Yes,No,0
66,96.44,6467.29,Two year,Electronic check,Fiber optic,No,Yes,Yes,No,Yes,No,Female,0,No,No,Yes,Yes,0
7,20.31,135.43,Two year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
16,20.25,319.23,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,Yes,1
3,80.92,244.43,Month-to-month,Electronic check,Fiber optic,No,No,No,No,No,Yes,Female,0,No,Yes,Yes,Yes,1
30,77.6,2321.45,Month-to-month,Credit card,Fiber optic,No,Yes,Yes,No,No,No,Male,0,Yes,Yes,Yes,No,1
31,83.2,2640.24,Month-to-month,Credit card,Fiber optic,No,No,No,No,Yes,No,Female,0,No,Yes,Yes,No,1
3,66.4,208.77,Month-to-month,Bank transfer,DSL,No,No,Yes,Yes,Yes,No,Male,0,No,No,Yes,No,0
15,98.33,1418.74,One year,Electronic check,Fiber optic,Yes,No,Yes,Yes,Yes,No,Female,0,Yes,No,Yes,Yes,0
33,65.47,2125.3,Two year,Bank transfer,DSL,No,No,No,Yes,Yes,No,Male,0,Yes,Yes,Yes,Yes,0
38,82.09,3196.95,Two year,Electronic check,Fiber optic,No,No,Yes,No,No,Yes,Male,1,Yes,No,Yes,Yes,0
21,85.05,1851.3,Two year,Electronic check,Fiber optic,Yes,No,Yes,No,No,No,Male,0,Yes,Yes,Yes,Yes,0
19,85.47,1596.55,Month-to-month,Bank transfer,Fiber optic,No,No,No,No,Yes,Yes,Male,1,Yes,No,Yes,No,1
25,74.96,1826.07,Month-to-month,Electronic check,Fiber optic,Yes,No,No,No,No,No,Female,1,No,Yes,Yes,No,0
62,19.71,1234.29,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,Yes,Yes,Yes,0
4,19.97,77.05,Month-to-month,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,Yes,No,No,No phone service,1
51,92.7,4709.05,Two year,Credit card,Fiber optic,No,Yes,Yes,Yes,No,No,Male,1,Yes,Yes,Yes,Yes,0
22,92.39,2054.46,Two year,Electronic check,Fiber optic,Yes,No,No,No,Yes,Yes,Male,0,No,Yes,Yes,No,0
36,43.77,1580.43,One year,Electronic check,DSL,No,No,No,No,No,No,Female,0,Yes,No,Yes,No,0
37,96.48,3706.05,Two year,Bank transfer,Fiber optic,No,No,Yes,No,Yes,Yes,Female,0,No,No,No,No phone service,0
39,85.37,3473.98,Two year,Mailed check,Fiber optic,No,Yes,No,Yes,No,No,Male,1,Yes,No,Yes,Yes,0
34,88.01,3104.3,Month-to-month,Bank transfer,Fiber optic,No,Yes,Yes,No,No,No,Female,0,No,Yes,Yes,Yes,0
44,20.37,863.36,One year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,No,No,Yes,Yes,0
12,84.4,1024.94,Month-to-month,Electronic check,Fiber optic,Yes,Yes,No,No,No,No,Male,0,Yes,No,Yes,Yes,1
30,18.29,553.57,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,1,No,Yes,Yes,No,0
23,85.43,1896.9,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,No,Yes,Female,1,Yes,No,Yes,No,0
25,85.26,2172.85,Month-to-month,Mailed check,Fiber optic,No,No,Yes,No,Yes,No,Male,0,Yes,Yes,Yes,No,1
49,17.06,828.14,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,1,Yes,Yes,Yes,No,0
20,26.4,542.82,Month-to-month,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,No,Yes,No,1
30,76.62,2302.03,Two year,Bank transfer,DSL,Yes,Yes,No,Yes,Yes,Yes,Female,0,Yes,No,Yes,No,0
31,77.97,2298.63,Month-to-month,Electronic check,DSL,Yes,Yes,Yes,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
19,64.27,1222.79,One year,Mailed check,DSL,Yes,Yes,No,No,Yes,No,Male,0,Yes,No,No,No phone service,0
63,57.98,3623.86,Two year,Bank transfer,DSL,Yes,No,No,Yes,No,No,Female,0,Yes,No,Yes,Yes,0
33,94.43,3092.57,One year,Credit card,Fiber optic,No,Yes,Yes,No,Yes,No,Male,0,Yes,No,Yes,Yes,0
34,81.35,2680.05,One year,Electronic check,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,Yes,Yes,Yes,0
12,93.26,1073.41,Two year,Electronic check,Fiber optic,No,No,Yes,Yes,No,Yes,Female,0,Yes,Yes,Yes,No,0
12,78.21,936.31,Month-to-month,Credit card,Fiber optic,No,Yes,No,No,No,No,Male,0,Yes,Yes,Yes,Yes,1
22,48.67,1058.7,Month-to-month,Bank transfer,DSL,No,No,No,No,No,No,Male,0,No,No,Yes,Yes,0
31,66.36,2092.15,Month-to-month,Mailed check,DSL,No,No,No,Yes,No,Yes,Female,0,Yes,No,Yes,Yes,0
37,79.17,2899.46,Month-to-month,Credit card,Fiber optic,No,No,No,No,No,Yes,Male,0,Yes,No,Yes,Yes,0
32,66.93,2087.58,Month-to-month,Bank transfer,DSL,No,No,Yes,No,No,Yes,Female,0,No,No,Yes,Yes,0
12,91.18,1099.14,One year,Credit card,Fiber optic,No,Yes,No,Yes,No,Yes,Male,0,No,No,Yes,Yes,0
17,26.55,468.97,One year,Electronic check,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Male,0,Yes,Yes,Yes,Yes,0
62,26.47,1635.9,Two year,Credit card,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Female,0,No,No,Yes,No,0
